freq_Hz,Re_Z_ohm,Im_Z_ohm,mag_Z_ohm,phase_deg
2.238721e+05,2.148764e-02,-7.038554e+00,7.038586e+00,-89.8251
2.304093e+05,2.148636e-02,-6.838772e+00,6.838806e+00,-89.8200
2.371374e+05,2.148514e-02,-6.644657e+00,6.644692e+00,-89.8147
2.440619e+05,2.148400e-02,-6.456048e+00,6.456084e+00,-89.8093
2.511886e+05,2.148292e-02,-6.272789e+00,6.272825e+00,-89.8038
2.585235e+05,2.148190e-02,-6.094727e+00,6.094765e+00,-89.7981
2.660725e+05,2.148094e-02,-5.921716e+00,5.921755e+00,-89.7922
2.738420e+05,2.148003e-02,-5.753611e+00,5.753651e+00,-89.7861
2.818383e+05,2.147917e-02,-5.590274e+00,5.590315e+00,-89.7799
2.900681e+05,2.147836e-02,-5.431569e+00,5.431611e+00,-89.7734
2.985383e+05,2.147760e-02,-5.277364e+00,5.277408e+00,-89.7668
3.072557e+05,2.147687e-02,-5.127532e+00,5.127577e+00,-89.7600
3.162278e+05,2.147619e-02,-4.981949e+00,4.981995e+00,-89.7530
3.254618e+05,2.147555e-02,-4.840493e+00,4.840541e+00,-89.7458
3.349654e+05,2.147494e-02,-4.703048e+00,4.703097e+00,-89.7384
3.447466e+05,2.147437e-02,-4.569500e+00,4.569551e+00,-89.7307
3.548134e+05,2.147383e-02,-4.439738e+00,4.439790e+00,-89.7229
3.651741e+05,2.147332e-02,-4.313655e+00,4.313708e+00,-89.7148
3.758374e+05,2.147283e-02,-4.191145e+00,4.191200e+00,-89.7065
3.868121e+05,2.147238e-02,-4.072108e+00,4.072165e+00,-89.6979
3.981072e+05,2.147195e-02,-3.956445e+00,3.956504e+00,-89.6891
4.097321e+05,2.147154e-02,-3.844060e+00,3.844120e+00,-89.6800
4.216965e+05,2.147116e-02,-3.734860e+00,3.734922e+00,-89.6706
4.340103e+05,2.147080e-02,-3.628755e+00,3.628818e+00,-89.6610
4.466836e+05,2.147046e-02,-3.525656e+00,3.525721e+00,-89.6511
4.597270e+05,2.147013e-02,-3.425478e+00,3.425545e+00,-89.6409
4.731513e+05,2.146983e-02,-3.328138e+00,3.328207e+00,-89.6304
4.869675e+05,2.146954e-02,-3.233555e+00,3.233627e+00,-89.6196
5.011872e+05,2.146927e-02,-3.141652e+00,3.141725e+00,-89.6085
5.158222e+05,2.146902e-02,-3.052351e+00,3.052427e+00,-89.5970
5.308844e+05,2.146877e-02,-2.965580e+00,2.965657e+00,-89.5852
5.463865e+05,2.146855e-02,-2.881265e+00,2.881345e+00,-89.5731
5.623413e+05,2.146833e-02,-2.799338e+00,2.799420e+00,-89.5606
5.787620e+05,2.146813e-02,-2.719729e+00,2.719814e+00,-89.5477
5.956621e+05,2.146793e-02,-2.642375e+00,2.642462e+00,-89.5345
6.130558e+05,2.146775e-02,-2.567209e+00,2.567299e+00,-89.5209
6.309573e+05,2.146758e-02,-2.494170e+00,2.494263e+00,-89.5069
6.493816e+05,2.146742e-02,-2.423198e+00,2.423293e+00,-89.4924
6.683439e+05,2.146727e-02,-2.354233e+00,2.354331e+00,-89.4776
6.878599e+05,2.146712e-02,-2.287219e+00,2.287320e+00,-89.4623
7.079458e+05,2.146699e-02,-2.222100e+00,2.222204e+00,-89.4465
7.286182e+05,2.146686e-02,-2.158822e+00,2.158928e+00,-89.4303
7.498942e+05,2.146674e-02,-2.097332e+00,2.097442e+00,-89.4136
7.717915e+05,2.146662e-02,-2.037580e+00,2.037693e+00,-89.3964
7.943282e+05,2.146652e-02,-1.979516e+00,1.979632e+00,-89.3787
8.175230e+05,2.146641e-02,-1.923092e+00,1.923212e+00,-89.3605
8.413951e+05,2.146632e-02,-1.868261e+00,1.868385e+00,-89.3417
8.659643e+05,2.146623e-02,-1.814979e+00,1.815106e+00,-89.3224
8.912509e+05,2.146614e-02,-1.763200e+00,1.763330e+00,-89.3025
9.172759e+05,2.146606e-02,-1.712881e+00,1.713016e+00,-89.2820
9.440609e+05,2.146598e-02,-1.663982e+00,1.664121e+00,-89.2609
9.716280e+05,2.146591e-02,-1.616461e+00,1.616604e+00,-89.2392
1.000000e+06,2.146584e-02,-1.570280e+00,1.570427e+00,-89.2168
1.029201e+06,2.146578e-02,-1.525400e+00,1.525551e+00,-89.1938
1.059254e+06,2.146572e-02,-1.481783e+00,1.481938e+00,-89.1700
1.090184e+06,2.146566e-02,-1.439394e+00,1.439554e+00,-89.1456
1.122018e+06,2.146561e-02,-1.398197e+00,1.398362e+00,-89.1204
1.154782e+06,2.146556e-02,-1.358159e+00,1.358329e+00,-89.0945
1.188502e+06,2.146551e-02,-1.319246e+00,1.319421e+00,-89.0678
1.223207e+06,2.146546e-02,-1.281427e+00,1.281606e+00,-89.0403
1.258925e+06,2.146542e-02,-1.244668e+00,1.244853e+00,-89.0120
1.295687e+06,2.146538e-02,-1.208941e+00,1.209132e+00,-88.9828
1.333521e+06,2.146534e-02,-1.174216e+00,1.174412e+00,-88.9527
1.372461e+06,2.146530e-02,-1.140463e+00,1.140665e+00,-88.9217
1.412538e+06,2.146527e-02,-1.107655e+00,1.107863e+00,-88.8898
1.453784e+06,2.146524e-02,-1.075765e+00,1.075979e+00,-88.8569
1.496236e+06,2.146521e-02,-1.044766e+00,1.044986e+00,-88.8230
1.539927e+06,2.146518e-02,-1.014633e+00,1.014860e+00,-88.7881
1.584893e+06,2.146515e-02,-9.853399e-01,9.855737e-01,-88.7520
1.631173e+06,2.146513e-02,-9.568636e-01,9.571043e-01,-88.7149
1.661695e+06,2.146511e-02,-9.389428e-01,9.391881e-01,-88.6904
1.678804e+06,2.146510e-02,-9.291799e-01,9.294278e-01,-88.6766
1.727262e+06,2.146508e-02,-9.025673e-01,9.028226e-01,-88.6376
1.727826e+06,2.146508e-02,-9.022661e-01,9.025214e-01,-88.6372
1.778279e+06,2.146506e-02,-8.760997e-01,8.763626e-01,-88.5965
1.795415e+06,2.146505e-02,-8.675437e-01,8.678092e-01,-88.5827
1.830206e+06,2.146504e-02,-8.506592e-01,8.509300e-01,-88.5545
1.866257e+06,2.146502e-02,-8.338195e-01,8.340958e-01,-88.5254
1.883649e+06,2.146502e-02,-8.259235e-01,8.262024e-01,-88.5113
1.938653e+06,2.146500e-02,-8.018720e-01,8.021592e-01,-88.4666
1.939895e+06,2.146500e-02,-8.013442e-01,8.016316e-01,-88.4656
1.995262e+06,2.146498e-02,-7.784849e-01,7.787807e-01,-88.4206
2.016439e+06,2.146498e-02,-7.700691e-01,7.703682e-01,-88.4033
2.053525e+06,2.146497e-02,-7.557427e-01,7.560474e-01,-88.3731
2.096002e+06,2.146496e-02,-7.399475e-01,7.402588e-01,-88.3384
2.113489e+06,2.146495e-02,-7.336266e-01,7.339406e-01,-88.3241
2.175204e+06,2.146494e-02,-7.121183e-01,7.124418e-01,-88.2735
2.178705e+06,2.146494e-02,-7.109341e-01,7.112581e-01,-88.2706
2.238721e+06,2.146492e-02,-6.912000e-01,6.915332e-01,-88.2213
2.264671e+06,2.146492e-02,-6.829856e-01,6.833228e-01,-88.1999
2.304093e+06,2.146491e-02,-6.708544e-01,6.711977e-01,-88.1674
2.354029e+06,2.146490e-02,-6.560600e-01,6.564111e-01,-88.1261
2.371374e+06,2.146490e-02,-6.510645e-01,6.514183e-01,-88.1117
2.440619e+06,2.146489e-02,-6.318141e-01,6.321786e-01,-88.0542
2.446913e+06,2.146489e-02,-6.301171e-01,6.304826e-01,-88.0490
2.511886e+06,2.146488e-02,-6.130870e-01,6.134627e-01,-87.9948
2.543462e+06,2.146487e-02,-6.051180e-01,6.054986e-01,-87.9684
2.585235e+06,2.146487e-02,-5.948680e-01,5.952551e-01,-87.9335
2.643821e+06,2.146486e-02,-5.810252e-01,5.814216e-01,-87.8843
2.660725e+06,2.146486e-02,-5.771417e-01,5.775407e-01,-87.8701
2.738420e+06,2.146485e-02,-5.598936e-01,5.603049e-01,-87.8045
2.748139e+06,2.146485e-02,-5.578027e-01,5.582155e-01,-87.7963
2.818383e+06,2.146484e-02,-5.431094e-01,5.435334e-01,-87.7367
2.856574e+06,2.146483e-02,-5.354156e-01,5.358457e-01,-87.7042
2.900681e+06,2.146483e-02,-5.267751e-01,5.272122e-01,-87.6666
2.969287e+06,2.146482e-02,-5.138305e-01,5.142786e-01,-87.6079
2.985383e+06,2.146482e-02,-5.108772e-01,5.113279e-01,-87.5941
3.072557e+06,2.146482e-02,-4.954026e-01,4.958674e-01,-87.5190
3.086448e+06,2.146481e-02,-4.930150e-01,4.934820e-01,-87.5070
3.162278e+06,2.146481e-02,-4.803384e-01,4.808178e-01,-87.4413
3.208231e+06,2.146481e-02,-4.729379e-01,4.734248e-01,-87.4014
3.254618e+06,2.146480e-02,-4.656722e-01,4.661666e-01,-87.3609
3.334820e+06,2.146480e-02,-4.535692e-01,4.540769e-01,-87.2905
3.349654e+06,2.146480e-02,-4.513917e-01,4.519018e-01,-87.2775
3.447466e+06,2.146479e-02,-4.374853e-01,4.380115e-01,-87.1911
3.466403e+06,2.146479e-02,-4.348799e-01,4.354093e-01,-87.1743
3.548134e+06,2.146479e-02,-4.239413e-01,4.244843e-01,-87.1015
3.603179e+06,2.146478e-02,-4.168419e-01,4.173942e-01,-87.0522
3.651741e+06,2.146478e-02,-4.107485e-01,4.113089e-01,-87.0086
3.745351e+06,2.146478e-02,-3.994283e-01,4.000046e-01,-86.9240
3.758374e+06,2.146478e-02,-3.978960e-01,3.984745e-01,-86.9121
3.868121e+06,2.146477e-02,-3.853731e-01,3.859705e-01,-86.8120
3.893133e+06,2.146477e-02,-3.826129e-01,3.832145e-01,-86.7890
3.981072e+06,2.146477e-02,-3.731696e-01,3.737864e-01,-86.7080
4.046747e+06,2.146476e-02,-3.663706e-01,3.669988e-01,-86.6470
4.097321e+06,2.146476e-02,-3.612752e-01,3.619123e-01,-86.5998
4.206421e+06,2.146476e-02,-3.506770e-01,3.513333e-01,-86.4973
4.216965e+06,2.146476e-02,-3.496801e-01,3.503382e-01,-86.4874
4.340103e+06,2.146475e-02,-3.383747e-01,3.390548e-01,-86.3703
4.372396e+06,2.146475e-02,-3.355087e-01,3.361946e-01,-86.3394
4.466836e+06,2.146475e-02,-3.273496e-01,3.280526e-01,-86.2484
4.544919e+06,2.146475e-02,-3.208429e-01,3.215601e-01,-86.1726
4.597270e+06,2.146475e-02,-3.165958e-01,3.173226e-01,-86.1214
4.724250e+06,2.146475e-02,-3.066576e-01,3.074079e-01,-85.9961
4.731513e+06,2.146475e-02,-3.061042e-01,3.068559e-01,-85.9889
4.869675e+06,2.146474e-02,-2.958662e-01,2.966438e-01,-85.8505
4.910657e+06,2.146474e-02,-2.929317e-01,2.937171e-01,-85.8091
5.011872e+06,2.146474e-02,-2.858734e-01,2.866781e-01,-85.7060
5.104419e+06,2.146474e-02,-2.796445e-01,2.804671e-01,-85.6107
5.158222e+06,2.146474e-02,-2.761174e-01,2.769504e-01,-85.5549
5.305827e+06,2.146473e-02,-2.667762e-01,2.676383e-01,-85.3999
5.308844e+06,2.146473e-02,-2.665901e-01,2.674529e-01,-85.3967
5.463865e+06,2.146473e-02,-2.572838e-01,2.581776e-01,-85.2310
5.515181e+06,2.146473e-02,-2.543074e-01,2.552117e-01,-85.1754
5.623413e+06,2.146473e-02,-2.481905e-01,2.491170e-01,-85.0571
5.732796e+06,2.146473e-02,-2.422196e-01,2.431688e-01,-84.9359
5.787620e+06,2.146473e-02,-2.393029e-01,2.402637e-01,-84.8745
5.956621e+06,2.146473e-02,-2.306136e-01,2.316104e-01,-84.6824
5.958998e+06,2.146473e-02,-2.304945e-01,2.314918e-01,-84.6797
6.130558e+06,2.146472e-02,-2.221153e-01,2.231500e-01,-84.4802
6.194125e+06,2.146472e-02,-2.191147e-01,2.201635e-01,-84.4051
6.309573e+06,2.146472e-02,-2.138010e-01,2.148758e-01,-84.2670
6.438529e+06,2.146472e-02,-2.080631e-01,2.091673e-01,-84.1099
6.493816e+06,2.146472e-02,-2.056639e-01,2.067810e-01,-84.0417
6.683439e+06,2.146472e-02,-1.976971e-01,1.988590e-01,-83.8035
6.692577e+06,2.146472e-02,-1.973231e-01,1.984871e-01,-83.7918
6.878599e+06,2.146472e-02,-1.898942e-01,1.911034e-01,-83.5509
6.956649e+06,2.146472e-02,-1.868786e-01,1.881073e-01,-83.4478
7.079458e+06,2.146472e-02,-1.822485e-01,1.835082e-01,-83.2828
7.231141e+06,2.146472e-02,-1.767141e-01,1.780129e-01,-83.0744
7.286182e+06,2.146472e-02,-1.747539e-01,1.760672e-01,-82.9975
7.498942e+06,2.146471e-02,-1.674040e-01,1.687745e-01,-82.6933
7.516464e+06,2.146471e-02,-1.668142e-01,1.681895e-01,-82.6678
7.717915e+06,2.146471e-02,-1.601928e-01,1.616245e-01,-82.3682
7.813044e+06,2.146471e-02,-1.571642e-01,1.586232e-01,-82.2229
7.943282e+06,2.146471e-02,-1.531143e-01,1.546116e-01,-82.0199
8.121327e+06,2.146471e-02,-1.477496e-01,1.493006e-01,-81.7340
8.175230e+06,2.146471e-02,-1.461627e-01,1.477304e-01,-81.6456
8.413951e+06,2.146471e-02,-1.393322e-01,1.409759e-01,-81.2422
8.441774e+06,2.146471e-02,-1.385562e-01,1.402090e-01,-81.1939
8.659643e+06,2.146471e-02,-1.326171e-01,1.343430e-01,-80.8061
8.774865e+06,2.146471e-02,-1.295705e-01,1.313363e-01,-80.5938
8.912509e+06,2.146471e-02,-1.260119e-01,1.278270e-01,-80.3331
9.121099e+06,2.146471e-02,-1.207787e-01,1.226713e-01,-79.9227
9.172759e+06,2.146471e-02,-1.195111e-01,1.214234e-01,-79.8180
9.440609e+06,2.146471e-02,-1.131093e-01,1.151279e-01,-79.2548
9.480995e+06,2.146471e-02,-1.121679e-01,1.142032e-01,-79.1667
9.716280e+06,2.146471e-02,-1.068012e-01,1.089368e-01,-78.6362
9.855091e+06,2.146471e-02,-1.037251e-01,1.059228e-01,-78.3083
1.000000e+07,2.146471e-02,-1.005816e-01,1.028464e-01,-77.9534
1.024395e+07,2.146470e-02,-9.543765e-02,9.782166e-02,-77.3246
1.029201e+07,2.146470e-02,-9.444527e-02,9.685372e-02,-77.1958
1.059254e+07,2.146470e-02,-8.838723e-02,9.095623e-02,-76.3500
1.064815e+07,2.146470e-02,-8.729314e-02,8.989341e-02,-76.1855
1.090184e+07,2.146470e-02,-8.240242e-02,8.515217e-02,-75.3997
1.106830e+07,2.146470e-02,-7.927938e-02,8.213375e-02,-74.8505
1.122018e+07,2.146470e-02,-7.648587e-02,7.944068e-02,-74.3240
1.150502e+07,2.146470e-02,-7.138436e-02,7.454167e-02,-73.2644
1.154782e+07,2.146470e-02,-7.063269e-02,7.382216e-02,-73.0964
1.188502e+07,2.146470e-02,-6.483803e-02,6.829864e-02,-71.6828
1.195898e+07,2.146470e-02,-6.359626e-02,6.712092e-02,-71.3497
1.223207e+07,2.146470e-02,-5.909709e-02,6.287448e-02,-70.0384
1.243085e+07,2.146470e-02,-5.590342e-02,5.988260e-02,-68.9952
1.258925e+07,2.146470e-02,-5.340511e-02,5.755727e-02,-68.1037
1.292134e+07,2.146470e-02,-4.829430e-02,5.284953e-02,-66.0370
1.295687e+07,2.146470e-02,-4.775737e-02,5.235933e-02,-65.7983
1.333521e+07,2.146470e-02,-4.214920e-02,4.729998e-02,-63.0123
1.343119e+07,2.146470e-02,-4.075753e-02,4.606419e-02,-62.2267
1.372461e+07,2.146470e-02,-3.657595e-02,4.240912e-02,-59.5933
1.396115e+07,2.146470e-02,-3.328179e-02,3.960317e-02,-57.1805
1.412538e+07,2.146470e-02,-3.103300e-02,3.773301e-02,-55.3294
1.451202e+07,2.146470e-02,-2.585591e-02,3.360449e-02,-50.3017
1.453784e+07,2.146470e-02,-2.551576e-02,3.334347e-02,-49.9283
1.496236e+07,2.146470e-02,-2.001966e-02,2.935166e-02,-43.0050
1.508463e+07,2.146470e-02,-1.846876e-02,2.831657e-02,-40.7095
1.539927e+07,2.146470e-02,-1.454015e-02,2.592584e-02,-34.1136
1.567983e+07,2.146470e-02,-1.110926e-02,2.416917e-02,-27.3643
1.584893e+07,2.146470e-02,-9.072678e-03,2.330336e-02,-22.9128
1.629851e+07,2.146470e-02,-3.766409e-03,2.179264e-02,-9.9524
1.631173e+07,2.146470e-02,-3.612727e-03,2.176660e-02,-9.5539
1.678804e+07,2.146470e-02,1.844231e-03,2.154378e-02,4.9108
1.694161e+07,2.146470e-02,3.570803e-03,2.175968e-02,9.4451
1.727826e+07,2.146470e-02,7.302718e-03,2.267296e-02,18.7893
1.761009e+07,2.146470e-02,1.091336e-02,2.407976e-02,26.9503
1.778279e+07,2.146470e-02,1.276725e-02,2.497471e-02,30.7443
1.830206e+07,2.146470e-02,1.824237e-02,2.816944e-02,40.3605
1.830493e+07,2.146470e-02,1.827227e-02,2.818881e-02,40.4068
1.883649e+07,2.146470e-02,2.373259e-02,3.199952e-02,47.8726
1.902720e+07,2.146470e-02,2.565855e-02,3.345286e-02,50.0858
1.938653e+07,2.146470e-02,2.924248e-02,3.627473e-02,53.7204
1.977797e+07,2.146470e-02,3.308325e-02,3.943646e-02,57.0241
1.995262e+07,2.146470e-02,3.477660e-02,4.086741e-02,58.3164
2.053525e+07,2.146470e-02,4.033953e-02,4.569475e-02,61.9825
2.055835e+07,2.146470e-02,4.055751e-02,4.588730e-02,62.1104
2.113489e+07,2.146470e-02,4.593587e-02,5.070343e-02,64.9545
2.136954e+07,2.146470e-02,4.809251e-02,5.266520e-02,65.9478
2.175204e+07,2.146470e-02,5.157028e-02,5.585899e-02,67.4018
2.221272e+07,2.146470e-02,5.569955e-02,5.969232e-02,68.9250
2.238721e+07,2.146470e-02,5.724741e-02,6.113918e-02,69.4467
2.304093e+07,2.146470e-02,6.297197e-02,6.652971e-02,71.1778
2.308918e+07,2.146470e-02,6.339001e-02,6.692553e-02,71.2932
2.371374e+07,2.146470e-02,6.874870e-02,7.202164e-02,72.6606
2.400022e+07,2.146470e-02,7.117542e-02,7.434160e-02,73.2180
2.440619e+07,2.146470e-02,7.458238e-02,7.760970e-02,73.9443
2.494721e+07,2.146470e-02,7.906744e-02,8.192919e-02,74.8118
2.511886e+07,2.146470e-02,8.047786e-02,8.329117e-02,75.0660
2.585235e+07,2.146470e-02,8.644001e-02,8.906519e-02,76.0544
2.593156e+07,2.146470e-02,8.707788e-02,8.968439e-02,76.1527
2.660725e+07,2.146470e-02,9.247377e-02,9.493225e-02,76.9321
2.695476e+07,2.146470e-02,9.521874e-02,9.760811e-02,77.2964
2.738420e+07,2.146470e-02,9.858415e-02,1.008938e-01,77.7167
2.801832e+07,2.146470e-02,1.035022e-01,1.057045e-01,78.2839
2.818383e+07,2.146470e-02,1.047762e-01,1.069523e-01,78.4224
2.900681e+07,2.146470e-02,1.110551e-01,1.131104e-01,79.0608
2.912385e+07,2.146470e-02,1.119407e-01,1.139801e-01,79.1453
2.985383e+07,2.146470e-02,1.174259e-01,1.193716e-01,79.6411
3.027301e+07,2.146470e-02,1.205469e-01,1.224430e-01,79.9037
3.072557e+07,2.146470e-02,1.238941e-01,1.257397e-01,80.1710
3.146750e+07,2.146469e-02,1.293336e-01,1.311027e-01,80.5769
